season,row_count,generated_at_utc,source_endpoint
2026,31332,2026-08-01 23:54:41 UTC,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/standings/json/2026.json
2026,31332,2026-08-02 14:51:05 UTC,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/standings/json/2026.json
