season,row_count,generated_at_utc,source_endpoint
2026,196876,2026-05-30 22:31:53 UTC,/mnt/sdv_repos/hoopR-mbb-raw/mbb/game_rosters/json/<game_id>.json
2025,207716,2026-06-03 01:26:01 UTC,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/game_rosters/json/<game_id>.json
2026,196876,2026-06-03 05:41:36 UTC,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/game_rosters/json/<game_id>.json
2026,196876,2026-06-24 03:44:29 UTC,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/game_rosters/json/<game_id>.json
2026,196845,2026-07-22 12:47:47 UTC,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/game_rosters/json/<game_id>.json
