id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,away_score,away_winner,game_id,season,season_type,status_type_alt_detail,groups_id,groups_name,groups_short_name,groups_is_conference,tournament_id,game_json,game_json_url,game_date_time,game_date,PBP,team_box,player_box
264000063,s:40~l:41~e:264000063~c:264000063,2006-04-04T01:21Z,0,TRUE,FALSE,FALSE,FALSE,2006-04-04T01:21Z,event,CHAMPIONSHIP AT INDIANAPOLIS,,,3888,RCA Dome,,,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,2774ae,f2a900,TRUE,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,57,FALSE,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021a5,fa4616,TRUE,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,73,TRUE,264000063,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000063.json,2006-04-04T01:21:00Z,2006-04-03,TRUE,TRUE,TRUE
264000031,s:40~l:41~e:264000031~c:264000031,2006-04-02T01:47Z,0,TRUE,FALSE,FALSE,FALSE,2006-04-02T01:47Z,event,FINAL FOUR AT INDIANAPOLIS,,,,,,,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,2774ae,f2a900,TRUE,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,59,TRUE,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,461d7c,fdd023,TRUE,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,45,FALSE,264000031,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000031.json,2006-04-02T01:47:00Z,2006-04-01,TRUE,TRUE,TRUE
264000062,s:40~l:41~e:264000062~c:264000062,2006-04-01T23:07Z,0,TRUE,FALSE,FALSE,FALSE,2006-04-01T23:07Z,event,FINAL FOUR AT INDIANAPOLIS,,,,,,,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021a5,fa4616,TRUE,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,73,TRUE,2244,s:40~l:41~t:2244,George Mason,Patriots,GMU,George Mason Patriots,George Mason,016600,ecb010,TRUE,2167,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,10,58,FALSE,264000062,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000062.json,2006-04-01T23:07:00Z,2006-04-01,TRUE,TRUE,TRUE
260890130,s:40~l:41~e:260890130~c:260890130,2006-03-31T00:00Z,7054,TRUE,FALSE,FALSE,FALSE,2006-03-31T00:00Z,event,NIT CHAMPIONSHIP AT MADISON SQUARE GARDEN,0,N/A,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,ffcb05,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,64,FALSE,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,76,TRUE,260890130,2006,3,,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260890130.json,2006-03-31T00:00:00Z,2006-03-30,TRUE,TRUE,TRUE
260870097,s:40~l:41~e:260870097~c:260870097,2006-03-29T02:00Z,7473,TRUE,FALSE,FALSE,FALSE,2006-03-29T02:00Z,event,NIT AT MADISON SQUARE GARDEN,0,N/A,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,97,s:40~l:41~t:97,Louisville,Cardinals,LOU,Louisville Cardinals,Louisville,c9001f,000000,TRUE,2030,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,4,63,FALSE,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,78,TRUE,260870097,2006,3,,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260870097.json,2006-03-29T02:00:00Z,2006-03-28,TRUE,TRUE,TRUE
260870130,s:40~l:41~e:260870130~c:260870130,2006-03-29T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-29T00:00Z,event,NIT SEMIFINALS AT MADISON SQUARE GARDEN,0,N/A,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,ffcb05,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,66,TRUE,295,s:40~l:41~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,TRUE,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,10,43,FALSE,260870130,2006,3,,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260870130.json,2006-03-29T00:00:00Z,2006-03-28,TRUE,TRUE,TRUE
264000046,s:40~l:41~e:264000046~c:264000046,2006-03-26T22:05Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-26T22:05Z,event,MINNEAPOLIS REGIONAL AT MINNEAPOLIS,,,,,,,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,00205b,13b5ea,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,62,FALSE,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021a5,fa4616,TRUE,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,75,TRUE,264000046,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000046.json,2006-03-26T22:05:00Z,2006-03-26,TRUE,TRUE,TRUE
264000030,s:40~l:41~e:264000030~c:264000030,2006-03-26T19:40Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-26T19:40Z,event,WASHINGTON DC REGIONAL AT WASHINGTON DC,,,1823,Capital One Arena,Washington,DC,20600,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,84,FALSE,2244,s:40~l:41~t:2244,George Mason,Patriots,GMU,George Mason Patriots,George Mason,016600,ecb010,TRUE,2167,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,10,86,TRUE,264000030,2006,3,OT,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000030.json,2006-03-26T19:40:00Z,2006-03-26,TRUE,TRUE,TRUE
264000015,s:40~l:41~e:264000015~c:264000015,2006-03-26T00:05Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-26T00:05Z,event,OAKLAND REGIONAL AT OAKLAND CA,,,2465,ORACLE Arena,Oakland,CA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,004991,8e908f,TRUE,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,11,45,FALSE,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,2774ae,f2a900,TRUE,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,50,TRUE,264000015,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000015.json,2006-03-26T00:05:00Z,2006-03-25,TRUE,TRUE,TRUE
264000061,s:40~l:41~e:264000061~c:264000061,2006-03-25T21:40Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-25T21:40Z,event,ATLANTA REGIONAL AT ATLANTA,,,3495,Georgia Dome,Atlanta,GA,0,FALSE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2,251,s:40~l:41~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,c15d26,ffffff,TRUE,7317,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,60,FALSE,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,461d7c,fdd023,TRUE,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,70,TRUE,264000061,2006,3,OT,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000061.json,2006-03-25T21:40:00Z,2006-03-25,TRUE,TRUE,TRUE
264000022,s:40~l:41~e:264000022~c:264000022,2006-03-25T02:57Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-25T02:57Z,event,WASHINGTON DC REGIONAL AT WASHINGTON DC,,,1823,Capital One Arena,Washington,DC,20600,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,98,TRUE,264,s:40~l:41~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,33006f,e8d3a2,TRUE,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,92,FALSE,264000022,2006,3,OT,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000022.json,2006-03-25T02:57:00Z,2006-03-24,TRUE,TRUE,TRUE
264000045,s:40~l:41~e:264000045~c:264000045,2006-03-25T02:40Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-25T02:40Z,event,MINNEAPOLIS REGIONAL AT MINNEAPOLIS,,,,,,,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021a5,fa4616,TRUE,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,57,TRUE,46,s:40~l:41~t:46,Georgetown,Hoyas,GTWN,Georgetown Hoyas,Georgetown,110E42,001c58,TRUE,1823,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png,4,53,FALSE,264000045,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000045.json,2006-03-25T02:40:00Z,2006-03-24,TRUE,TRUE,TRUE
264000029,s:40~l:41~e:264000029~c:264000029,2006-03-25T00:27Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-25T00:27Z,event,WASHINGTON DC REGIONAL AT WASHINGTON DC,,,1823,Capital One Arena,Washington,DC,20600,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2724,s:40~l:41~t:2724,Wichita State,Shockers,WICH,Wichita State Shockers,Wichita St,0d0a03,ffc41e,TRUE,2086,https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png,18,55,FALSE,2244,s:40~l:41~t:2244,George Mason,Patriots,GMU,George Mason Patriots,George Mason,016600,ecb010,TRUE,2167,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,10,63,TRUE,264000029,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000029.json,2006-03-25T00:27:00Z,2006-03-24,TRUE,TRUE,TRUE
264000038,s:40~l:41~e:264000038~c:264000038,2006-03-25T00:10Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-25T00:10Z,event,MINNEAPOLIS REGIONAL AT MINNEAPOLIS,,,,,,,,,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,00205b,13b5ea,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,60,TRUE,103,s:40~l:41~t:103,Boston College,Eagles,BC,Boston College Eagles,Boston College,8c2232,dbcca6,TRUE,135,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,2,59,FALSE,264000038,2006,3,OT,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000038.json,2006-03-25T00:10:00Z,2006-03-24,TRUE,TRUE,TRUE
264000014,s:40~l:41~e:264000014~c:264000014,2006-03-24T02:57Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-24T02:57Z,event,OAKLAND REGIONAL AT OAKLAND CA,,,2465,ORACLE Arena,Oakland,CA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,2774ae,f2a900,TRUE,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,73,TRUE,2250,s:40~l:41~t:2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,041e42,c8102e,TRUE,1979,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,29,71,FALSE,264000014,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000014.json,2006-03-24T02:57:00Z,2006-03-23,TRUE,TRUE,TRUE
264000060,s:40~l:41~e:264000060~c:264000060,2006-03-24T02:40Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-24T02:40Z,event,ATLANTA REGIONAL AT ATLANTA,,,3495,Georgia Dome,Atlanta,GA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,251,s:40~l:41~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,c15d26,ffffff,TRUE,7317,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,74,TRUE,277,s:40~l:41~t:277,West Virginia,Mountaineers,WVU,West Virginia Mountaineers,West Virginia,FFC600,eaaa00,TRUE,2199,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,4,71,FALSE,264000060,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000060.json,2006-03-24T02:40:00Z,2006-03-23,TRUE,TRUE,TRUE
264000007,s:40~l:41~e:264000007~c:264000007,2006-03-24T00:27Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-24T00:27Z,event,OAKLAND REGIONAL AT OAKLAND CA,,,2465,ORACLE Arena,Oakland,CA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,004991,8e908f,TRUE,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,11,80,TRUE,71,s:40~l:41~t:71,Bradley,Braves,BRAD,Bradley Braves,Bradley,b70002,c0c0c0,TRUE,406,https://a.espncdn.com/i/teamlogos/ncaa/500/71.png,18,64,FALSE,264000007,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000007.json,2006-03-24T00:27:00Z,2006-03-23,TRUE,TRUE,TRUE
264000053,s:40~l:41~e:264000053~c:264000053,2006-03-24T00:10Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-24T00:10Z,event,ATLANTA REGIONAL AT ATLANTA,,,3495,Georgia Dome,Atlanta,GA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,150,s:40~l:41~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,013088,ffffff,TRUE,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,54,FALSE,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,461d7c,fdd023,TRUE,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,62,TRUE,264000053,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000053.json,2006-03-24T00:10:00Z,2006-03-23,TRUE,TRUE,TRUE
260822132,s:40~l:41~e:260822132~c:260822132,2006-03-23T23:00Z,7775,TRUE,FALSE,FALSE,FALSE,2006-03-23T23:00Z,event,NIT,0,N/A,201,Fifth Third Arena,Cincinnati,OH,12012,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2132,s:40~l:41~t:2132,Cincinnati,Bearcats,CIN,Cincinnati Bearcats,Cincinnati,000000,717073,TRUE,201,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,4,62,FALSE,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,65,TRUE,260822132,2006,3,,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260822132.json,2006-03-23T23:00:00Z,2006-03-23,TRUE,TRUE,TRUE
260810097,s:40~l:41~e:260810097~c:260810097,2006-03-23T02:00Z,14658,TRUE,FALSE,FALSE,FALSE,2006-03-23T02:00Z,event,NIT,0,N/A,,,,,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,97,s:40~l:41~t:97,Louisville,Cardinals,LOU,Louisville Cardinals,Louisville,c9001f,000000,TRUE,2030,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,4,74,TRUE,2623,s:40~l:41~t:2623,Missouri State,Bears,MOST,Missouri State Bears,Missouri St,5F0000,e8e8e8,TRUE,1966,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,18,56,FALSE,260810097,2006,3,,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260810097.json,2006-03-23T02:00:00Z,2006-03-22,TRUE,TRUE,TRUE
260810130,s:40~l:41~e:260810130~c:260810130,2006-03-23T01:00Z,8817,TRUE,FALSE,FALSE,FALSE,2006-03-23T01:00Z,event,NIT,0,N/A,1986,Crisler Center,Ann Arbor,MI,12707,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,ffcb05,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,71,TRUE,2390,s:40~l:41~t:2390,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,TRUE,1985,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,2,65,FALSE,260810130,2006,3,,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260810130.json,2006-03-23T01:00:00Z,2006-03-22,TRUE,TRUE,TRUE
260812275,s:40~l:41~e:260812275~c:260812275,2006-03-23T00:00Z,5047,TRUE,FALSE,FALSE,FALSE,2006-03-23T00:00Z,event,NIT,0,N/A,2058,David S. Mack Sports and Exhibition Complex,Hempstead,NY,5023,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2275,s:40~l:41~t:2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,f6c934,TRUE,2058,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,10,51,FALSE,295,s:40~l:41~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,TRUE,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,10,61,TRUE,260812275,2006,3,,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260812275.json,2006-03-23T00:00:00Z,2006-03-22,TRUE,TRUE,TRUE
260802132,s:40~l:41~e:260802132~c:260802132,2006-03-22T02:00Z,5651,TRUE,FALSE,FALSE,FALSE,2006-03-22T02:00Z,event,NIT,0,N/A,201,Fifth Third Arena,Cincinnati,OH,12012,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2132,s:40~l:41~t:2132,Cincinnati,Bearcats,CIN,Cincinnati Bearcats,Cincinnati,000000,717073,TRUE,201,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,4,76,TRUE,135,s:40~l:41~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,TRUE,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,62,FALSE,260802132,2006,3,,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260802132.json,2006-03-22T02:00:00Z,2006-03-21,TRUE,TRUE,TRUE
260800052,s:40~l:41~e:260800052~c:260800052,2006-03-22T00:00Z,6130,TRUE,FALSE,FALSE,FALSE,2006-03-22T00:00Z,event,NIT,0,N/A,1952,Donald L. Tucker Center,Tallahassee,FL,12500,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2,52,s:40~l:41~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida St,782F40,ceb888,TRUE,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,68,FALSE,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,69,TRUE,260800052,2006,3,OT,,,,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/260800052.json,2006-03-22T00:00:00Z,2006-03-21,TRUE,TRUE,TRUE
264000034,s:40~l:41~e:264000034~c:264000034,2006-03-19T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-19T22:00Z,event,MINNEAPOLIS REGIONAL AT PHILADELPHIA,,,1845,Wells Fargo Center,Philadelphia,PA,21000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,00205b,13b5ea,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,82,TRUE,12,s:40~l:41~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,0c234b,ab0520,TRUE,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,78,FALSE,264000034,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000034.json,2006-03-19T22:00:00Z,2006-03-19,TRUE,TRUE,TRUE
264000044,s:40~l:41~e:264000044~c:264000044,2006-03-19T21:50Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-19T21:50Z,event,MINNEAPOLIS REGIONAL AT DAYTON OH,,,2039,UD Arena,Dayton,OH,13409,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,ce1141,505056,TRUE,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,52,FALSE,46,s:40~l:41~t:46,Georgetown,Hoyas,GTWN,Georgetown Hoyas,Georgetown,110E42,001c58,TRUE,1823,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png,4,70,TRUE,264000044,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000044.json,2006-03-19T21:50:00Z,2006-03-19,TRUE,TRUE,TRUE
264000059,s:40~l:41~e:264000059~c:264000059,2006-03-19T21:45Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-19T21:45Z,event,ATLANTA REGIONAL AT DALLAS,,,516,American Airlines Center,Dallas,TX,19200,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,251,s:40~l:41~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,c15d26,ffffff,TRUE,7317,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,75,TRUE,152,s:40~l:41~t:152,NC State,Wolfpack,NCST,NC State Wolfpack,NC State,EF1216,231f20,TRUE,999,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2,54,FALSE,264000059,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000059.json,2006-03-19T21:45:00Z,2006-03-19,TRUE,TRUE,TRUE
264000056,s:40~l:41~e:264000056~c:264000056,2006-03-19T19:40Z,0,TRUE,FALSE,FALSE,FALSE,2006-03-19T19:40Z,event,ATLANTA REGIONAL AT AUBURN HILLS MI,,,3419,The Palace of Auburn Hills,Auburn Hills,MI,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,277,s:40~l:41~t:277,West Virginia,Mountaineers,WVU,West Virginia Mountaineers,West Virginia,FFC600,eaaa00,TRUE,2199,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,4,67,TRUE,2466,s:40~l:41~t:2466,Northwestern State,Demons,NWST,Northwestern State Demons,N'Western St,492F91,ed6118,TRUE,1939,https://a.espncdn.com/i/teamlogos/ncaa/500/2466.png,25,54,FALSE,264000056,2006,3,,,,,,22,TRUE,https://raw.githubusercontent.com/sportsdataverse/hoopR-mbb-raw/main/mbb/json/final/264000056.json,2006-03-19T19:40:00Z,2006-03-19,TRUE,TRUE,TRUE
